url,week_activity,week_volume,avg_day_volume
https://www.google.com/search?q=egg%2Btuck+3881%2Bwilshire%2Bblvd%2C%2Blos%2Bangeles%2C%2Bca%2B90010%2C%2Busa,"[[0, 0, 36, 60, 78, 81, 67, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 22, 38, 49, 49, 38, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 21, 31, 34, 30, 21, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 11, 20, 27, 27, 22, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 21, 33, 41, 39, 28, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 37, 53, 40, 29, 25, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 31, 69, 100, 96, 62, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1617,38.5
https://www.google.com/search?q=sushi%2Bkoto+18120%2Bbrookhurst%2Bst%2B%2325%2C%2Bfountain%2Bvalley%2C%2Bca%2B92708%2C%2Busa,"[[0, 0, 0, 0, 0, 77, 100, 70, 0, 0, 0, 33, 37, 25, 0, 0, 0, 0], [0, 0, 0, 0, 0, 40, 51, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 30, 38, 24, 0, 0, 0, 25, 22, 24, 0, 0, 0, 0], [0, 0, 0, 0, 0, 32, 59, 37, 0, 0, 0, 12, 32, 25, 0, 0, 0, 0], [0, 0, 0, 0, 0, 40, 50, 38, 0, 0, 0, 14, 33, 38, 0, 0, 0, 0], [0, 0, 0, 0, 0, 25, 64, 85, 0, 0, 0, 40, 62, 58, 0, 0, 0, 0], []]",1372,35.595238095238095
https://www.google.com/search?q=denny%27s+15540%2Broscoe%2Bblvd%2C%2Bvan%2Bnuys%2C%2Bca%2B91406%2C%2Busa,"[[1, 0, 7, 22, 47, 75, 96, 100, 86, 61, 38, 24, 21, 26, 32, 36, 36, 32, 25, 19, 14, 9, 5, 2], [1, 1, 1, 4, 16, 31, 42, 45, 38, 25, 12, 3, 0, 2, 8, 15, 21, 22, 18, 11, 5, 0, 1, 1], [1, 1, 1, 5, 16, 28, 37, 38, 32, 21, 12, 6, 6, 8, 12, 16, 19, 21, 20, 18, 14, 10, 5, 0], [1, 1, 1, 9, 20, 34, 45, 47, 39, 27, 16, 11, 11, 15, 20, 24, 26, 25, 23, 18, 13, 7, 2, 1], [1, 0, 5, 15, 29, 43, 51, 48, 37, 21, 9, 2, 2, 6, 11, 17, 20, 22, 20, 17, 12, 7, 2, 1], [4, 3, 7, 17, 32, 49, 60, 59, 44, 24, 9, 2, 3, 8, 15, 23, 29, 34, 36, 34, 30, 23, 16, 9], [6, 4, 8, 23, 48, 76, 95, 95, 77, 50, 27, 15, 12, 15, 21, 27, 32, 35, 36, 34, 29, 24, 17, 11]]",3705,22.63182288725767
https://www.google.com/search?q=las%2Bbarcas+21032%2Bbeach%2Bblvd%2C%2Bhuntington%2Bbeach%2C%2Bca%2B92648%2C%2Busa,"[[0, 0, 0, 0, 6, 30, 100, 83, 25, 25, 41, 55, 53, 37, 18, 0, 0, 0], [0, 0, 0, 0, 20, 51, 65, 46, 30, 25, 16, 25, 62, 44, 6, 0, 0, 0], [0, 0, 0, 0, 4, 25, 67, 76, 44, 30, 48, 60, 55, 53, 44, 0, 0, 0], [0, 0, 0, 0, 23, 32, 39, 39, 34, 25, 20, 23, 30, 30, 23, 0, 0, 0], [0, 0, 0, 0, 18, 41, 58, 55, 34, 20, 27, 53, 65, 46, 20, 0, 0, 0], [0, 0, 0, 0, 9, 27, 53, 62, 51, 37, 41, 55, 65, 62, 44, 20, 0, 0], [0, 0, 0, 0, 6, 34, 74, 74, 46, 39, 48, 53, 48, 37, 23, 11, 0, 0]]",3143,39.71536796536797
https://www.google.com/search?q=rodeo%2Bwild%2Bwest+113%2Bn%2Bl%2Bst%2C%2Bdinuba%2C%2Bca%2B93618%2C%2Busa,"[[], [0, 0, 0, 0, 0, 65, 95, 100, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 21, 30, 39, 47, 47, 39, 39, 39, 30, 0, 0, 0, 0, 0], [0, 0, 0, 0, 21, 26, 30, 30, 34, 43, 47, 34, 13, 0, 0, 0, 0, 0], [0, 0, 0, 0, 8, 21, 30, 34, 39, 52, 60, 52, 30, 0, 0, 0, 0, 0], [0, 0, 0, 0, 17, 30, 43, 56, 52, 39, 30, 39, 30, 0, 0, 0, 0, 0], []]",1609,32.24603174603175
https://www.google.com/search?q=hotaru%2Brestaurant+33%2Be%2B3rd%2Bave%2B%234010%2C%2Bsan%2Bmateo%2C%2Bca%2B94401%2C%2Busa,"[[0, 0, 0, 0, 0, 58, 77, 59, 42, 23, 28, 65, 100, 86, 41, 0, 0, 0], [0, 0, 0, 0, 0, 12, 42, 47, 0, 0, 0, 25, 54, 61, 36, 0, 0, 0], [0, 0, 0, 0, 0, 24, 64, 43, 0, 0, 0, 16, 36, 46, 34, 0, 0, 0], [0, 0, 0, 0, 0, 40, 50, 35, 0, 0, 0, 44, 65, 57, 30, 0, 0, 0], [0, 0, 0, 0, 0, 23, 37, 30, 0, 0, 0, 25, 49, 55, 35, 0, 0, 0], [0, 0, 0, 0, 0, 15, 31, 29, 0, 0, 0, 36, 72, 81, 51, 0, 0, 0], [0, 0, 0, 0, 0, 35, 76, 83, 48, 18, 20, 50, 78, 72, 38, 0, 0, 0]]",2527,44.855102040816334
https://www.google.com/search?q=tgis+2950%2Bairport%2Bln%2C%2Blong%2Bbeach%2C%2Bca%2B90806%2C%2Busa,"[[0, 0, 0, 19, 28, 33, 33, 33, 28, 23, 19, 14, 0, 0, 0, 0, 0, 0], [0, 0, 0, 47, 61, 71, 85, 100, 80, 42, 9, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 28, 38, 38, 38, 33, 23, 19, 9, 4, 0, 0, 0, 0, 0, 0], [0, 0, 0, 23, 38, 47, 47, 38, 28, 19, 14, 14, 0, 0, 0, 0, 0, 0], [0, 0, 0, 52, 42, 38, 38, 38, 33, 23, 14, 9, 0, 0, 0, 0, 0, 0], [0, 0, 0, 42, 47, 42, 38, 42, 47, 38, 0, 0, 0, 0, 0, 0, 0, 0], []]",1806,30.991213151927436
https://www.google.com/search?q=morris%2Bautomotive%2Bsupply+8539%2Bnuevo%2Bave%2C%2Bfontana%2C%2Bca%2B92335%2C%2Busa,"[[0, 0, 18, 46, 60, 57, 61, 56, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 8, 20, 34, 46, 52, 55, 54, 49, 51, 71, 65, 25, 0, 0, 0, 0, 0], [0, 9, 26, 46, 57, 56, 54, 57, 59, 58, 53, 39, 19, 0, 0, 0, 0, 0], [0, 8, 18, 30, 42, 49, 52, 56, 61, 60, 49, 30, 14, 0, 0, 0, 0, 0], [0, 9, 23, 41, 56, 60, 55, 50, 52, 55, 53, 41, 25, 0, 0, 0, 0, 0], [0, 11, 24, 41, 57, 66, 66, 63, 65, 70, 67, 49, 26, 0, 0, 0, 0, 0], [0, 16, 39, 70, 93, 95, 85, 87, 100, 93, 59, 0, 0, 0, 0, 0, 0, 0]]",3724,48.894217687074836
https://www.google.com/search?q=dudley%2Bmarket+9%2Bdudley%2Bave%2C%2Bvenice%2C%2Bca%2B90291%2C%2Busa,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 65, 62, 81, 62, 13, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 48, 65, 69, 55, 32, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 46, 72, 69, 41, 16, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 58, 100, 86, 39, 9, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 72, 90, 65, 27, 6, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 39, 60, 74, 72, 55, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 74, 86, 79, 58, 34, 0]]",2194,52.23809523809524
https://www.google.com/search?q=east%2Bbay%2Bmini+4350%2Brosewood%2Bdr%2C%2Bpleasanton%2C%2Bca%2B94588%2C%2Busa,"[[0, 0, 0, 0, 32, 41, 35, 51, 52, 45, 41, 34, 0, 0, 0, 0, 0, 0], [0, 18, 32, 47, 60, 67, 66, 62, 57, 54, 51, 46, 36, 0, 0, 0, 0, 0], [0, 20, 46, 68, 74, 71, 68, 65, 62, 59, 55, 47, 35, 0, 0, 0, 0, 0], [0, 12, 24, 37, 47, 50, 49, 46, 43, 39, 36, 32, 25, 0, 0, 0, 0, 0], [0, 12, 31, 47, 54, 58, 64, 65, 57, 48, 42, 38, 32, 0, 0, 0, 0, 0], [0, 27, 59, 87, 93, 84, 79, 83, 87, 84, 73, 56, 39, 0, 0, 0, 0, 0], [0, 10, 31, 58, 79, 84, 86, 92, 100, 99, 85, 63, 39, 0, 0, 0, 0, 0]]",4262,52.70833333333333
