,_id,count,companies
0,avella.com,2,['Avella']
1,citgo.com,1,['Citgo']
2,3day.com,3,['3 Day Blinds']
3,vccusa.com,9,['VCC Construction']
4,sudprop.com,2,['Sudberry Properties']
5,321zips.com,2,['ZIPS Dry Cleaners']
6,lormaxstern.com,4,"['Stern Development', 'Lormax Stern Development']"
7,eosfitness.com,1,['Eos Fitness']
8,robeks.com,2,['Robeks']
9,hathawaygroup.com,1,['Hathaway Group']
10,centergyretail.com,3,['Centergy Retail']
11,worldwidegolf.com,1,['Worldwide Golf Shops']
12,kimcorealty.com,53,['Kimco Realty']
13,abpcapital.com,1,['ABP Capital']
14,equipfoods.com,1,['Equip']
15,burlingtonstores.com,5,['Burlington']
16,normanok.gov,1,"['City of Norman, OK']"
17,joeris.com,1,['Joeris General Contractors']
18,adgdevelopment.com,1,['Adg-development']
19,hrdevelopers.com.br,1,['H.R. Developers']
20,popularcommercial.com,1,['Popular Commercial Lending Group']
21,endurancehouse.com,3,['Endurance House']
22,kgstores.com,1,['K&G']
23,iraspilky.com,1,['Ira Spilky & Associates']
24,carlislecorp.com,1,['LYFE Kitchen']
25,clearchoice.com,3,"['ClearChoice Dental', 'Clearchoice Dental']"
26,nationalretailadvisory.com,1,['Kasa Living']
27,ccu.com,1,['California Credit Union']
28,brooklynboulders.com,1,['Brooklyn Boulders']
29,sentineldev.com,1,['CREDE']
30,containerstore.com,2,"['Container Store, The']"
31,leasepilot.co,3,['Leasepilot']
32,lowes.com,1,"[""Lowe's""]"
33,bbt.com,2,['BB & T']
34,macys.com,15,"[""Macy's""]"
35,preit.com,28,['PREIT']
36,rcdi.ws,1,['RCDI']
37,hmart.com,2,"['HMart', 'Hmart']"
38,whitewaterwest.com,1,['FlowRider']
39,lids.com,2,['Lids']
40,ballardbrandsllc.com,1,['WOW Cafe & Wingery']
41,schuckmanrealty.com,17,['Schuckman Realty']
42,yoshinoyaamerica.com,2,['Yoshinoya']
43,suncoastcreditunion.com,4,['Suncoast Credit Union']
44,perfumes4u.net,2,"['PERFUMES 4 U', 'Perfumes 4 U']"
45,getleverage.com,1,['Leverage']
46,centrexproperties.com,2,['Centrex Properties']
47,marcusandmillichap.com,1,['Marcus & Millichap']
48,betinvestments.com,2,['BET Investments']
49,swireproperties.com,1,['Swire Properties']
50,chicos.com,5,"['White House/Black Market', ""Chico's""]"
51,kennedywilson.com,14,"['Kennedy Wilson', 'KENNEDY WILSON']"
52,cityviewcommercial.com,4,['Cityview Commercial']
53,cypressequities.com,1,['Cypress Equities']
54,pelotoncycle.com,2,['Peloton']
55,aldinedistrict.org,6,['East Aldine District']
56,ralphlauren.com,1,['Ralph Lauren']
57,endeavor-re.com,19,"['Endeavor Real Estate Group', 'Endeavor', 'Lat Purser & Associates']"
58,zamagias.com,1,['Zamagias Properties']
59,capstone-properties.com,3,['Capstone Properties']
60,eatsa.com,1,['Eatsa']
61,coffeebean.com,3,"['The Coffee Bean & Tea Leaf', 'Coffee Bean, The']"
62,locationmatters.com,4,['Location Matters']
63,electrifyamerica.com,5,['Electrify America']
64,faboarch.com,1,['Fabo Architecture']
65,fastsigns.com,1,['FASTSIGNS International']
66,tapestry.com,1,['kate spade']
67,thejaffecorp.com,2,['The Jaffe']
68,temple.edu,5,['Temple University']
69,mckinley.com,1,['Mckinley']
70,ou.edu,2,['University of Oklahoma']
71,fccuburt.org,2,['Financial Center Credit Union']
72,forestparkny.com,1,['Forest Park Properties']
73,rinconconsultants.com,2,['Rincon Consultants']
74,kornwasser.net,1,['Kornwasser Shopping Center Properties']
75,bpih.com.hk,2,['BP International']
76,horncompanies.com,3,['Horn Companies']
77,blackwaterresources.com,2,['Blackwater Resources']
78,columbuspacific.com,1,['Columbus Pacific Retail']
79,atlanticretail.com,45,['Atlantic Retail']
80,hmv.co.jp,1,['HMV']
81,visconsi.com,1,['Visconsi Companies']
82,newlinkmg.com,5,['Newlink Management Group']
83,rockrose.com,1,['Rockrose Development']
84,axcessfinancial.com,1,['Check ‘n Go']
85,ilfo.com,1,['Il Fornaio']
86,ppmco.net,2,['Precision Property Measurements']
87,naihallmark.com,5,['NAI Hallmark']
88,regalcinemas.com,1,['Regal Cinemas']
89,800degrees.com,1,['800 Degrees Pizza']
90,thebretongroup.com,1,['THE BRETON GROUP']
91,bennettconstruct.com,1,['Bennett Construction Services']
92,commercialwest.com,3,['Commercial West Brokerage']
93,themaleyco.com,1,['The Maley Company']
94,gucci.com,1,['Gucci']
95,fitnessintl.com,7,['LA Fitness']
96,lauderhill-fl.gov,4,['City of Lauderhill']
97,petvalu.com,2,['Pet Valu']
98,costsegserve.com,2,['CSSI - Cost Segregation Services']
99,croinc.com,2,['CRO']
100,cunninghamtx.com,2,['Cunningham Ventures']
101,brekkere.com,2,['Brekke Real Estate']
102,ashleystewart.com,1,['Ashley Stewart']
103,sharerails.com,1,['Sharerails']
104,colliercompanies.com,3,['The Collier Companies']
105,nadelarc.com,6,['Nadel Architects']
106,caleres.com,4,"['Famous Footwear', 'Caleres']"
107,vereit.com,7,"['Vereit', 'VEREIT']"
108,freshproduceclothes.com,1,['Fresh Produce Clothes']
109,ebiconsulting.com,2,['EBI Consulting']
110,laserquest.com,2,['Laser Quest']
111,l3capital.com,6,"['L3', 'L3 Capital']"
112,depauw.edu,1,['Depauw University']
113,ucsf.edu,1,['UCSF']
114,horizongroup.com,2,['Horizon Group Properties']
115,alliancecreditunion.org,1,['Excite Credit Union']
116,bctarchitects.com,5,['BCT Architects']
117,chase.com,35,"['Chase', 'JP Morgan Chase Bank, N.a']"
118,michaelstars.com,1,['Michael Stars']
119,kensingerdonnelly.com,1,['Kensinger Donnelly']
120,inwoodbank.com,4,['Inwood National Bank']
121,craigrealtygroup.com,8,['Craig Realty Group']
122,buffalo-wing.com,2,['Buffalo Wings & Rings']
123,lakegreenwood.com,1,['Greenwood Realty']
124,rptrealty.com,13,['RPT Realty']
125,selectmedical.com,1,['NovaCare']
126,southeasternrailway.co.uk,6,['Southeastern']
127,greenbergfarrow.com,1,['Greenbergfarrow']
128,greenearthcleaning.com,2,['Green Earth Cleaning']
129,levrose.com,1,['Levrose Commercial Real Estate']
130,duhscommercial.com,2,['Duhs Commercial']
131,paseonuevoshopping.com,1,['Pacific Retail Capital Partners']
132,spfsinc.com,1,['Philly Pretzel Factory']
133,tlecorp.com,3,"['Learning Experience, The']"
134,debartolodevelopment.com,2,['Debartolo Development']
135,vipstructures.com,1,['VIP Structures']
136,goplainfield.com,1,['EDGE Realty Partners']
137,fairwayinvestments.com,3,['Fairway Investments']
138,paramountpartners.com,3,['Paramount Partners']
139,tnp.com.ng,1,['TNP']
140,ksbe.edu,2,['Kamehameha Schools']
141,flippinpizza.com,1,['Flippin’ Pizza']
142,tamarac.org,3,['City of Tamarac']
143,belvinowinery.com,2,['Bel Vino Winery']
144,mattonegroup.com,4,['Mattone Group']
145,aahoa.com,1,['AAHOA']
146,rameykemp.com,4,['Ramey Kemp & Associates']
147,bennettwilliams.com,17,['Bennett Williams Commercial']
148,gallellire.com,9,"['Best Buy', 'Gallelli Real Estate']"
149,scooterscoffee.com,2,"[""Scooter's Coffee""]"
150,catofashions.com,4,"['Cato Fashions', 'CATO Fashions']"
151,psu.edu,1,['Penn State University']
152,diamondparking.com,2,['Diamond Parking']
153,progressiverep.com,5,['Progressive Real Estate Partners']
154,goldberggrp.com,2,['GOLDBERG GROUP']
155,alchemy43.com,2,['Alchemy 43']
156,bilakenterprises.com,1,['Bilak Investments']
157,BeltoneNE.com,1,['Beltone']
158,idsrealestate.com,1,['IDS Real Estate Group']
159,rosenthalproperties.com,12,['Rosenthal Properties']
160,crowholdings.com,12,['Crow Holdings']
161,naiglobal.com,32,['NAI Global']
162,racenters.com,2,['RA Centers']
163,metronational.com,1,['Metronational']
164,starckarchitects.com,2,['William Starck Architects']
165,scg-retail.com,1,['Outdoor Voices']
166,fortfunding.com,1,['Fort Funidng Co']
167,stellardevelopmentllc.com,1,['Stellar Development']
168,mbrows.com,1,['Miracle Eyebrows']
169,meridiancommercialconstruction.com,1,['Meridian Commercial']
170,jacksonhewitt.com,2,['Jackson Hewitt']
171,comcast.com,1,['Xfinity']
172,keatax.com,1,['KE Andrews']
173,brandymelvilleusa.com,1,['Brandy Melville']
174,mb2raceway.com,2,['MB2 Raceway']
175,riversideca.gov,2,['City of Riverside']
176,atlanticland.com,2,['Atlantic Land Companies']
177,teamhamra.com,1,['Hamra Enterprises']
178,arrowheadcu.org,4,['Arrowhead Credit Union']
179,brokenarrowok.gov,1,['City of Broken Arrow']
180,corporatepropertygroup.com,5,['Corporate Property Group']
181,mathnasium.com,1,['Mathnasium']
182,cronheimmortgage.com,2,['David Cronheim Mortgage']
183,mcdevittco.com,8,"['Urban Outfitters', 'The Mcdevitt Company']"
184,marinemax.com,1,['MarineMax']
185,tarantino.com,9,['Tarantino Properties']
186,bestprop.net,1,['Best Development Group']
187,advan.us,1,['Advan Research']
188,amretailgroup.com,2,"['Wilsons Leather', 'AM Retail Group']"
189,domcommercial.com,1,['Dominion Commercial']
190,abcradio.com.mx,1,['ABC Radio']
191,ironwoodre.com,2,['Ironwood Real Estate']
192,corfac.com,1,['CORFAC International']
193,thekasegroup.com,2,['The Kase Group']
194,naiblack.com,1,['NAI Black']
195,kemperdc.com,6,['Bellevue Square Managers']
196,papersource.com,1,['Paper Source']
197,handler-re.com,1,['Handler Real Estate Services']
198,focusbrands.com,14,"[""Moe's Southwest Grill"", 'FOCUS Brands', None, 'Focus Brands', 'Carvel', 'Cinnabon']"
199,hurd.com.pk,2,['HURD']
200,red-arch.com,2,"['Red Architectural Group', 'RED Architectural Group']"
201,amtdirect.com,2,['Amtdirect']
202,lemacaron-us.com,1,['Le Macaron']
203,cdicon.com,2,['CDI Contractors']
204,cityoftaft.org,4,['City of Taft']
205,lacoste-usa.com,1,['Lacoste']
206,myeyelevel.com,3,['Eye Level']
207,wahoos.com,1,"[""Wahoo's""]"
208,docpopcorn.com,1,['Doc Popcorn']
209,fordham.edu,1,['Fordham University']
210,fudgeryfudge.com,1,['Fudgery']
211,lhsigns.com,1,['L&H Companies']
212,greatwolf.com,2,['Great Wolf Resorts']
213,chevron.com,8,['Chevron']
214,w-retail.com,19,['Western Retail Advisors']
215,target.com,12,['Target']
216,prkmc.com,3,['Perkins']
217,terracortx.com,1,['Terracor Real Estate Services']
218,theroyalcompanies.com,4,['The Royal Companies']
219,ktgy.com,3,['KTGY Architecture+planning']
220,unitedgrowth.com,4,['United Growth']
221,warbyparker.com,4,['Warby Parker']
222,guggenheimpartners.com,7,['Guggenheim Retail Real Estate Partners']
223,sdbd.org,1,['Diamond Business Association']
224,regencycenters.com,63,['Regency Centers']
225,hrretail.com,18,['H & R Retail']
226,majesticrealty.com,6,"['Majestic Realty', 'Majestic Realty Co']"
227,waxcenter.com,1,['European Wax Center']
228,csncommercial.com,2,['CSN Commercial']
229,talrealty.com,1,['TAL Realty']
230,youngerpartners.com,9,['Younger Partners']
231,montgomerydevelopment.com,2,['Montgomery Development Carolina']
232,CaliberCollision.com,1,['Caliber Collision']
233,gcu.edu,1,['Grand Canyon University']
234,2xu.com,2,['2XU']
235,fkmg.ru,1,['Group']
236,maxor.com,1,['Maxor Pharmacy']
237,chainstoreage.com,1,['Chain Store Age']
238,eldoradoresorts.com,1,['Eldorado Resorts']
239,mathiasproperties.com,3,['Mathias Properties']
240,keen-summit.com,1,['Keen-summit Capital Partners']
241,outletresource.com,4,['The Outlet Resource Group']
242,unionbank.com,1,['Union Bank']
243,roguearchitects.com,4,['Rogue Architects']
244,dasherlawless.com,1,['Auto Parkit']
245,shc.edu,1,['Spring Hill College']
246,rockler.com,1,['Rockler Woodworking']
247,jewelosco.com,1,['Albertsons']
248,harryanddavid.com,1,['Harry and David']
249,jam-arch.com,1,"['J.A, Mihalik Architect']"
250,kosmont.com,2,['Kosmont  Companies']
251,dunnedwards.com,2,"['Dunn-Edwards', 'Dunn-edwards']"
252,f45training.com,2,['F45 Training']
253,kiefferstarlite.com,3,['Kieffer']
254,unclecu.org,1,['Uncle Credit Union']
255,homesatatlantic.com,1,['Atlantic Realty']
256,auntieannesinc.com,4,"[""Auntie Anne's"", None]"
257,advancedpavementgroup.com,2,['Advanced  Pavement Group']
258,sordoniconstruction.com,1,['Sordoni Construction Co']
259,lee-assoc.com,2,['Lee & Associates']
260,illicre.com,10,['Illi Commercial Real Estate']
261,lojagroup.com,3,['Loja Group']
262,lsu.edu,3,['Louisiana State University']
263,cosbar.com,1,['Cos Bar']
264,naiisaac.com,2,['NAI Isaac']
265,g-iii.com,1,['Wilsons Leather']
266,fluevog.com,1,['John Fluevog Shoes']
267,aacrealty.com,15,['Ashkenazy Acquisition']
268,tait.com,1,['Tait & Associates']
269,northwoodinvestors.com,3,['Northwood Investors']
270,sanfordnc.net,1,['City of Sanford']
271,nnnsearch.com,1,['Net Lease Realty Partners']
272,heartland.com,4,['Heartland Dental']
273,chicagofranchise.com,1,"[""Nancy's Pizza""]"
274,tower-cre.com,2,['Tower Commercial Real Estate']
275,extrainnings.us,1,['Extra Innings']
276,nothingbundtcakes.com,1,['Nothing Bundt Cakes']
277,expressoil.com,1,['Express Oil Change & Tire Engineers']
278,themosergroupinc.com,3,['The Moser Group']
279,crackerbarrel.com,3,['Cracker Barrel']
280,cpk.com,2,['California Pizza Kitchen']
281,ehi.com,4,"['Enterprise Rent-a-car', 'Enterprise Rent-A-Car']"
282,stewartcrs.com,1,['Stewart Commercial Realty Services']
283,beautifulbrands.net,1,['FreshBerry']
284,katzproperty.com,4,['Katz & Company']
285,marshmma.com,2,['Marsh & Mclennan Agency']
286,dominos.com,1,"[""Domino's""]"
287,core-states.com,1,['Core States Group']
288,gyu-kaku.com,1,['Gyu-Kaku']
289,anchornyc.com,1,['Anchor Associates']
290,centerpointe-dev.com,1,['Centerpointe Development Group']
291,creconsultants.com,7,['CRE Consultants']
292,pihc.com,16,['Philips International']
293,joann.com,2,"['Jo-Ann', 'Jo-ann']"
294,ignarrilummis.com,1,['Ignarri-lummis Architects']
295,godfathers.com,2,"[""Godfather's Pizza""]"
296,twinriverscap.com,6,['Twin Rivers Capital']
297,sfsoupco.com,1,['Ladle & Leaf']
298,WirelessZone.com,1,['Wireless Zone']
299,stratusproperties.com,1,['Stratus Properties']
300,drgrealty.com,5,['Damianos Realty Group']
301,sabo.com.br,11,['SAB']
302,centersquare.com,2,['Centersquare Investment Management']
303,sehayikcommercialrealty.com,1,['Atway & Sehayik Development Group']
304,kelloggkimsey.com,1,['Kellogg & Kimsey']
305,inspirebrands.com,20,"['SONIC Drive-in', 'Buffalo Wild Wings', 'Inspire Brands']"
306,kleinenterprises.com,9,['Klein Enterprises']
307,acceptancenow.com,1,['AcceptanceNOW']
308,urbanmeritage.com,2,['Urbanmeritage']
309,wbpropertygroup.com,1,['WB Property Group']
310,dkatz.com,1,['IM=X Pilates & Fitness']
311,kjcre.com,1,['KJ Commercial']
312,carto.com,3,['CARTO']
313,pilottravelcenters.com,2,['Pilot Flying J']
314,cueball.com,1,['MiniLuxe']
315,rei.com,2,['REI']
316,ariescapital.com,1,['Aries Capital']
317,gilbertavriette.com,1,['Gilbert Avriette']
318,chanelusa.com,1,['Chanel']
319,stantonoptical.com,1,['Stanton Optical']
320,lasalle.com,1,['JLL']
321,ibsa.com,1,['Interstate All Battery Center']
322,ucdcorp.com,3,['United Commercial Development']
323,famousfamiglia.com,1,['Famous Famiglia']
324,ubs.com,2,['UBS Realty Investors']
325,redskycap.com,3,['Redsky Capital']
326,leibsohn.com,2,['Leibsohn & Company']
327,anabioil.com,1,['Anabi Oil']
328,ussurveyor.com,2,['US Surveyor']
329,compass.com,5,['Compass']
330,extraspace.com,3,['Extra Space Storage']
331,ccim.com,3,['CCIM Institute']
332,agrep.com,10,['A&G Realty Partners']
333,dollargeneral.com,15,['Dollar General']
334,jimmyjohns.com,4,"[""Jimmy John's Sandwiches"", ""Jimmy John's""]"
335,charleswayne.com,4,['Charles Wayne Properties']
336,massageluxe.com,2,"['MassageLuXe', 'Massageluxe']"
337,qc7services.com,3,['QC7 Services']
338,pery.com,1,['Perry Ellis']
339,hobbylobby.com,1,['Hobby Lobby']
340,mpnrealty.com,2,['MPN Realty']
341,coastccu.org,1,['Coast Central Credit Union']
342,eatchronictacos.com,2,['Chronic Tacos']
343,acadiarealty.com,21,['Acadia Realty Trust']
344,renaissanceproperties.be,2,['Renaissance Properties']
345,nestcor.com,1,['TGI']
346,propertycapsule.com,7,['Property Capsule']
347,autozone.com,20,"['AutoZone', 'Autozone']"
348,plazafiestallc.com,1,['Plaza Fiesta']
349,mumperpa.com,1,['Colliers International']
350,cvcb.com,2,['Central Valley Community Bank']
351,p66.com,2,['76']
352,avenuerep.com,1,['Avenue Real Estate Partners']
353,thecannerylindale.com,2,['The Cannery Lindale']
354,mainlineconstruction.ca,1,['Mainline Construction']
355,mattel.com,1,['American Girl']
356,caferio.com,4,"['Cafe Rio', None]"
357,calendars.com,1,"['Go! Calendars, Games & Toys']"
358,citywinery.com,2,['City Winery']
359,zeaodevelopmentgroup.com,1,['M2K Restaurant']
360,lesl.com,2,"[""Leslie's Pool Supply""]"
361,ozk.com,2,['Bank OZK']
362,sbcglobal.net,5,"['Plaza Fiesta', 'Samuels and Company', 'Meridian Pacific']"
363,ngkf.com,138,"['RKF', 'NEWMARK KNIGHT FRANK', 'Ace Hardware', 'Newmark Knight Frank']"
364,urbanplates.com,3,['Urban Plates']
365,richardsandoval.com,1,['Richard Sandoval Restaurants']
366,rbi.com,4,"['Burger King', 'Popeyes']"
367,eastmancompanies.com,1,['Eastman Companies']
368,pinogelato.com,1,['Pino Gelato']
369,speedway.com,1,['Speedway']
370,redmarkrealty.com,4,['Redmark Realty']
371,villarestaurantgroup.com,2,"['Villa Italian Kitchen', 'Villa Restaurant Group']"
372,pyramidmg.com,11,['Pyramid Management Group']
373,lernerre.com,1,['Lerner Real Estate Group']
374,h2c.de,2,['H2C']
375,rackroom.com,3,['Rack Room Shoes']
376,palmbayflorida.org,1,['City of Palm Bay']
377,allenmorris.com,2,['The Allen Morris Company']
378,americasccu.com,1,"[""America's Christian Credit Union""]"
379,izzyplus.com,1,['Izzy+']
380,terranational.com,1,['Terra National Real Estate Group']
381,jefferyrealty.com,18,"['Jeffery Realty', 'Regal Cinemas', 'Honor Yoga']"
382,24hourfit.com,5,"['24 Hour Fitness Centers', 'Fit-Lite']"
383,specialtys.com,1,"[""Specialty's Cafe & Bakery""]"
384,falconcompanies.com,6,['Falcon Realty Advisors']
385,andersoncarr.com,2,['Anderson & Carr']
386,dunbarcommercial.com,3,['Dunbar Commercial']
387,abbeycarpet.net,1,['Abbey Carpet & Floor']
388,harkinstheaters.com,3,['Harkins']
389,fivebelow.com,11,['Five Below']
390,loves.com,1,"[""Love's Travel Stops""]"
391,firsttechfed.com,1,['First Tech Federal Credit Union']
392,geracillp.com,2,['Geraci']
393,jray.com,6,['J. Raymond Construction']
394,reig.com,1,['Real Estate Investment Group']
395,jaskogroup.com,1,['Jasko Development']
396,jempropertygroup.com,2,['JEM Properties']
397,helzberg.com,1,['Helzberg Diamonds']
398,rednews.com,1,['REDNEWS']
399,houlihans.com,1,"[""Houlihan's""]"
400,proequityam.com,5,['Proequity Asset Management']
401,milano-ri.com,3,['Blast & Brew']
402,lpc.com,19,['Lincoln Property Company']
403,benbridge.com,2,['Ben Bridge Jeweler']
404,steiner.com,7,['Steiner + Associates']
405,conservice.com,5,['Conservice']
406,hannaandersson.com,2,['Hanna Andersson']
407,escfederal.com,2,['Escfederal']
408,fontana.org,12,['City of Fontana']
409,tristatecr.com,5,['Tri State Commercial']
410,kolfac.com,1,['Kolache Factory']
411,vccuonline.net,1,['Ventura County Credit Union']
412,saddleback.edu,1,['Saddleback College']
413,vno.com,2,['Vornado Realty Trust']
414,hudsonrep.com,1,['Hudson Real Estate Partners']
415,orlando.gov,2,['City of Orlando']
416,pacificretail.com,11,['Pacific Retail Capital Partners']
417,eastwestbank.com,1,['East West Bank']
418,anchorcleveland.com,4,['Anchor Cleveland']
419,sportclips.com,4,['Sport Clips']
420,cappropgroup.com,1,['Capital Properties Group']
421,takadesigns.com,1,['UCLA']
422,precisionrg.com,3,['Precision Realty Group']
423,hillstone.com,3,"['Hillstone Restaurant Group', ""Houston's""]"
424,ucsd.edu,1,['University of California San Diego']
425,fcr.ca,1,['First Capital Realty']
426,bonobos.com,2,['Bonobos']
427,bdgllp.com,3,['BDG Architects']
428,brendawurtz.com,1,['Cole Haan']
429,inlandmtg.com,1,['Inland Mortgage Capital']
430,rothbartdev.com,2,['Rothbart Development']
431,wmgdevelopment.com,8,['WMG Development']
432,metcapital.com,1,['Metropolitan Capital Advisors']
433,grantmurrayre.com,1,['Grant-murray Real Estate']
434,westerndental.com,3,['Western Dental']
435,annexbrands.com,4,"['Aim Mail Center', 'Annex Brands', 'PostalAnnex']"
436,stark-stark.com,7,['Stark & Stark']
437,crissmancommercial.com,1,['RE/MAX of Santa Clarita - Crissman']
438,usrpartners.com,4,['U.S. Realty Partners']
439,Arbys.com,1,"[""Arby's""]"
440,theretailconnection.net,40,['The Retail Connection']
441,braunenterprises.com,2,['Braun Enterprises']
442,footsolutions.com,1,['Foot Solutions']
443,arizonaleather.com,1,['Arizona Leather Interiors']
444,rapidfiredpizza.com,1,['Rapid Fired Pizza']
445,dbi.com,2,"[""David's Bridal""]"
446,pharr-tx.gov,1,['City of Pharr']
447,rivres.com,1,['Riverside Resources']
448,keypointpartners.com,10,['Keypoint Partners']
449,cityofelreno.com,5,['City of El Reno']
450,qdi.com,3,['Quality Dining']
451,walgreens.com,3,['Walgreens']
452,peterpiperpizza.com,1,['Peter Piper Pizza']
453,mackencompanies.com,3,['Macken Companies']
454,coldwellbanker.com,1,['Coldwell Banker Commercial Affiliates']
455,kohls.com,3,"[""Kohl's""]"
456,tjllawyer.com,1,['Haagen Company']
457,boosdevelopment.com,24,['Boos Development Group']
458,vhb.com,15,['VHB']
459,mca-realty.com,2,['MCA Realty']
460,abcfws.com,1,['ABC Fine Wine & Spirits']
461,usecu.org,2,['USE Credit Union']
462,ollies.us,4,"[""Ollie's Bargain Outlet""]"
463,thirtythreegroup.com,2,['Thirty Three Group']
464,eleven18architecture.com,5,['Eleven18 Architecture']
465,centralstatecu.org,1,['Central State Credit Union']
466,pacificcatch.com,2,['Pacific Catch']
467,alexanderbabbage.com,5,['Alexander Babbage']
468,realtylinkdev.com,4,['Realtylink']
469,applevalley.org,4,['Town of Apple Valley']
470,satpon.com,1,['Satterfield & Pontikes Construction']
471,americanasphalt.com,1,['American Asphalt']
472,abernathytimberlake.com,2,['Abernathy & Timberlake Investment Group']
473,cipinc.com,1,['Capitalome Properties']
474,patagonia.com,2,['Patagonia']
475,muss.com,3,['Muss Development']
476,cunninghamdevco.com,2,['Cunningham Development Company']
477,kleinerlawgroup.com,1,['Kleiner Law Group']
478,verabradley.com,2,['Vera Bradley']
479,jbs.com.br,1,['JBS']
480,foxfirerealty.com,2,['Foxfire Realty']
481,firenzapizza.com,2,['Firenza Pizza']
482,urbanretail.com,3,['Urban Retail Properties']
483,drivgolf.com,1,['DRIV Golf Lounge & Brewhouse']
484,virtualapt.com,3,['Virtualapt']
485,CycleBar.com,1,['CycleBar']
486,robbinsbros.com,1,['Robbins Bros.']
487,victronenergy.com,1,['Victron Energy']
488,jimbos.com,1,"[""Jimbo's...Naturally""]"
489,peets.com,1,"[""Peet's Coffee & Tea""]"
490,murthalaw.com,6,['Murtha Cullina']
491,vulcan.com,2,['Vulcan']
492,hybridgecre.com,6,['Hybridge CRE']
493,waltonst.com,2,['Walton Street Capital']
494,windsorrealty.com,2,"['Windsor', 'The Windsor Realty Group']"
495,BetaAgency.com,3,['Beta Agency']
496,atlantictraffic.com,1,['Atlantic Traffic & Design Engineering']
497,seattleu.edu,1,['Seattle University']
498,ambrevproperties.com,2,['Ambrev Properties']
499,skiarch.com,1,['SK+I Architecture']
500,golfetc.com,1,['Golf Etc']
501,amalgamatedbank.com,4,['Amalgamated Bank']
502,shell.com,2,['Jiffy Lube']
503,abcsupply.com,1,['ABC Supply']
504,samsonite.com,1,['Samsonite']
505,firstcitizens.com,2,['First Citizens Bank']
506,wyndham.com,1,['Wyndham']
507,picor.com,1,['Picor Commercial Real Estate Services']
508,arcthreestudio.com,2,['Arc Three Studio']
509,amsbrokers.com,1,['AMS Real Estate Services']
510,lemonadela.com,1,['Lemonade']
511,1st-comm.com,4,"['1st Commercial Realty Group', 'Realty']"
512,cityofmontclair.org,3,['City of Montclair']
513,chainstoreguide.com,3,['Chain Store Guide']
514,cob.us,1,['City of Brownsville']
515,pier1.com,1,['Pier 1']
516,ian-black.com,4,['Ian Black Real Estate']
517,grubburgerbar.com,1,['Grub Burger Bar']
518,rpmres.com,1,['Fat Shack']
519,chestersinternational.com,1,"[""Chester's""]"
520,pacret.com,1,['Pacific Retail Partners']
521,beaconrealtyadvisors.com,1,['Westwood Financial']
522,westamerica.com,1,['Westamerica Bank']
523,perfumania.com,1,['Perfumania']
524,clevelandconstruction.com,1,['Cleveland Construction']
525,nationwide.com,2,['Nationwide']
526,allsaints.com,2,['AllSaints']
527,a10capital.com,9,['A10 Capital']
528,drinkbambu.com,1,['Bambu']
529,equatorcoffees.com,1,['Equator Coffees']
530,ancor.ru,2,['Ancor']
531,customhouserisk.com,1,['Custom House Risk Advisors']
532,reichelrealty.com,1,['Reichel Realty & Investments']
533,zoeskitchen.com,1,"[""Zoe's Kitchen""]"
534,theretailstrategy.com,3,['The Retail Strategy']
535,efpar.com,1,['Efraim Parry Real Estate Companies']
536,triplenetlease.info,1,['Triple Net Lease']
537,centriccommercial.com,1,['Centric Commercial REA']
538,gap.com,14,"['Gap', 'Old Navy', 'Athleta', 'Banana Republic']"
539,pasadena.edu,1,['Pasadena City College']
540,nigrocos.com,1,['Nigro Companies']
541,amainhobbies.com,1,['AMain Hobbies']
542,yumzfrozenyogurt.com,1,['Yumz']
543,northwoodretail.com,7,['Northwood Retail']
544,christopherandbanks.com,1,['Christopher & Banks']
545,usrproperties.com,1,['US Restaurant Properties']
546,quadreal.com,1,['Quadreal Property Group']
547,american-rentals.com,2,['American Rentals']
548,cimmarustiholdingsllc.com,1,['Original Roadhouse Grill']
549,icorr.com,1,['ICORR Properties International']
550,lt.life,1,['Life Time']
551,kitsonpartners.com,5,['Kitson & Partners']
552,mahoneygroup.com,1,['The Mahoney Group']
553,lolelife.com,1,['Lolë']
554,patelco.org,1,['Patelco Credit Union']
555,huntcompanies.com,1,['Hunt Companies']
556,lee-associates.com,35,"['Lee & Associates', 'Lee & Associates NYC']"
557,fornessproperties.com,2,['Forness Properties']
558,bishops.co,2,['Bishops']
559,dfwi.org,1,['Downtown Fort Worth']
560,pointruston.com,1,['Point Ruston']
561,rossstores.com,12,['Ross Stores']
562,foundrycommercial.com,15,['Foundry Commercial']
563,wegmans.com,3,['Wegmans Food Markets']
564,paragoncommercialgroup.com,1,['Paragon Commercial Group']
565,ksrny.com,9,"['Kassin Sabbagh Realty', 'SAB']"
566,blisscarwash.com,1,['Bliss Car Wash']
567,rranchmarkets.com,1,['Bodega R Ranch Market']
568,frangrow.com,1,['Burger Village']
569,pgim.com,1,['Clarion Partners']
570,kidsempire.us,2,['Kidder Mathews']
571,hifivesports.com,2,"['Hi-five Sports Zone', 'Hi-Five Sports Zone']"
572,cfgo.com,5,['Grocery Outlet']
573,frg.com,2,['Flynn Restaurant Group']
574,shaw-development.com,1,['Shaw Development']
575,unitedequities.com,3,['United Equities']
576,sbh-reg.com,1,['SBH Real Estate Group']
577,autowak.com.pl,2,['Hdl']
578,primeshine.com,1,['Prime Shine']
