,Building ID_x,Brand_x,Shopping Center Address,City_x,State / Prov_x,Postal Code_x,Latitude_x,Longitude_x,name,address,Volume IDX,Retail IDX,Category IDX,Brand IDX,Rating,# Reviews,# Locations,Building ID_y,Brand_y,City_y,State / Prov_y,Postal Code_y,Latitude_y,Longitude_y
92,114230.0,CVS,S. Melrose Dr. & Longhorn Rd.,Vista,CA,92081.0,33.165903,-117.247534,CVS,"1631 S Melrose Dr, Vista, CA 92081",1.68,1.55,0.99,0.95,3.0,23.0,,114230.0,CVS,Vista,CA,92081.0,33.165903,-117.247534
93,114060.0,Dollar Tree,Central Ave. & Philadelphia St.,Chino,CA,91710.0,34.035287,-117.68845,Dollar Tree,"11975 Central Ave, Chino, CA 91710",1.59,1.45,0.92,1.08,4.5,300.0,,114060.0,Dollar Tree,Chino,CA,91710.0,34.035287,-117.68845
94,106140.0,Dollar Tree,Cuthbert Blvd. & MacArthur Blvd.,Westmont,NJ,8108.0,39.901598,-75.062935,Dollar Tree,"662 W Cuthbert Blvd, Haddon Township, NJ 08108",1.17,1.11,1.0,0.79,4.2,40.0,,106140.0,Dollar Tree,Westmont,NJ,8108.0,39.901598,-75.062935
95,116130.0,CVS,Lincoln Blvd. & Ferrari Ranch Rd.,Lincoln,CA,95648.0,38.878218,-121.294903,CVS,"63 Lincoln Blvd, Lincoln, CA 95648",,,,,,,,116130.0,CVS,Lincoln,CA,95648.0,38.878218,-121.294903
96,117520.0,Dollar Tree,S. Peachtree Pkwy. & Crosstown Dr.,Peachtree City,GA,30269.0,33.3774,-84.5626,Dollar Tree,"436 Crosstown Drive, Peachtree City, GA 30269",1.23,1.28,1.0,0.83,4.3,37.0,,117520.0,Dollar Tree,Peachtree City,GA,30269.0,33.3774,-84.5626
97,,,S. Florida Ave. (SR 37) & Drane Field Rd.,,,,,,,,,,,,,,,101230.0,Ross Dress for Less,Lakeland,FL,33803.0,27.998479,-81.959288
98,,,E. Bay Dr. & US Hwy. 19,,,,,,,,,,,,,,,101390.0,Ross Dress for Less,Largo,FL,33764.0,27.917732,-82.733195
99,,,E. Bay Dr. & US Hwy. 19,,,,,,,,,,,,,,,101390.0,Dollar Tree,Largo,FL,33764.0,27.917732,-82.733195
100,,,Division St. (US 2) & Rowan Ave.,,,,,,,,,,,,,,,101670.0,Ross Dress for Less,Spokane,WA,99208.0,47.7093,-117.41004
101,,,US Hwy. 70 (Glenwood Ave.) & Pleasant Valley Rd.,,,,,,,,,,,,,,,101770.0,Ross Dress for Less,Raleigh,NC,27612.0,35.85883,-78.70366999999999
102,,,McAlister Road & Ashbury Blvd. on Hwy. 35,,,,,,,,,,,,,,,104960.0,Ross Dress for Less,Burleson,TX,76028.0,32.567756,-97.321199
103,,,Rte. 91 & McKinley St.,,,,,,,,,,,,,,,105460.0,Ross Dress for Less,Corona,CA,92879.0,33.886874,-117.522255
104,,,Cascades Pkwy. & Harry Byrd Hwy.,,,,,,,,,,,,,,,110210.0,Ross Dress for Less,Sterling,VA,20164.0,39.02622,-77.39984
105,,,Cascades Pkwy. & Harry Byrd Hwy.,,,,,,,,,,,,,,,110210.0,Michaels,Sterling,VA,20164.0,39.02622,-77.39984
106,,,Temecula Pkwy. & Redhawk Pkwy.,,,,,,,,,,,,,,,111490.0,Ross Dress for Less,Temecula,CA,92592.0,33.480353,-117.09705
107,,,Rte. 1 & Rte. 290,,,,,,,,,,,,,,,113780.0,Ross Dress for Less,Austin,TX,78745.0,30.230235999999998,-97.821141
108,,,Rte. 1 & Rte. 290,,,,,,,,,,,,,,,113780.0,Michaels,Austin,TX,78745.0,30.230235999999998,-97.821141
109,,,N. Euclid St. & Santa Ana Frwy.,,,,,,,,,,,,,,,114010.0,Ross Dress for Less,Anaheim,CA,92801.0,33.837764,-117.939224
110,,,First St. & Las Positas Rd.,,,,,,,,,,,,,,,114730.0,Ross Dress for Less,Livermore,CA,94551.0,37.700412,-121.74424199999999
111,,,Knapp Rd. & Rte. 202,,,,,,,,,,,,,,,100490.0,Michaels,Montgomeryville,PA,19454.0,40.22677,-75.238426
112,,,Rte. 28 & I-287,,,,,,,,,,,,,,,105731.0,Michaels,Bridgewater,NJ,8807.0,40.5628,-74.5548
113,,,Rte. 35 & Laurel Ave.,,,,,,,,,,,,,,,110080.0,Michaels,Holmdel,NJ,7733.0,40.411396,-74.145147
114,,,NE Burnside Rd. & NE Hogan Dr.,,,,,,,,,,,,,,,115250.0,Michaels,Gresham,OR,97030.0,45.500062,-122.410481
115,,,NE Burnside Rd. & NE Hogan Dr.,,,,,,,,,,,,,,,115250.0,Dollar Tree,Gresham,OR,97030.0,45.500062,-122.410481
116,,,Claire Lane & State Road 13,,,,,,,,,,,,,,,116500.0,Michaels,Jacksonville,FL,32223.0,30.173306,-81.62660799999999
117,,,Claire Lane & State Road 13,,,,,,,,,,,,,,,116500.0,Dollar Tree,Jacksonville,FL,32223.0,30.173306,-81.62660799999999
118,,,213 Crossroads Blvd. (Exit 293A off of I40),,,,,,,,,,,,,,,117430.0,Michaels,Cary,NC,27518.0,35.761274,-78.737858
119,,,200 Kentlands Blvd. Kentlands Blvd & Market St,,,,,,,,,,,,,,,117620.0,Michaels,Gaithersburg,MD,20878.0,39.121884,-77.235095
120,,,South Blvd. & Woodlawn Rd.,,,,,,,,,,,,,,,101440.0,CVS,Charlotte,NC,28217.0,35.176356,-80.87650500000001
121,,,Brooks Rd. S. & Lakewood Dr.,,,,,,,,,,,,,,,114640.0,CVS,Windsor,CA,95492.0,38.55021,-122.80670400000001
122,,,9th Ave. & Tyrone Blvd.,,,,,,,,,,,,,,,101280.0,Dollar Tree,Saint Petersburg,FL,33710.0,27.781643,-82.71894
123,,,Fort Meade Rd. (Rte. 198) & Irving St.,,,,,,,,,,,,,,,101730.0,Dollar Tree,Laurel,MD,20707.0,39.096121000000004,-76.83969
124,,,Miller Dr. (SW 56th St) @ 92nd & 93rd,,,,,,,,,,,,,,,103900.0,Dollar Tree,Miami,FL,33165.0,25.7158,-80.3455
125,,,Arthur Kill Rd. & Richmond Ave.,,,,,,,,,,,,,,,106740.0,Dollar Tree,Staten Island,NY,10312.0,40.560084,-74.16838100000001
126,,,W. Girard Ave. & S. Elati St.,,,,,,,,,,,,,,,106830.0,Dollar Tree,Englewood,CO,80110.0,39.65614,-104.99233000000001
127,,,Belair Rd. & Roseville Blvd.,,,,,,,,,,,,,,,111870.0,Dollar Tree,Baltimore,MD,21236.0,39.373917999999996,-76.510639
128,,,Hwy. 224 & SE Oak St.,,,,,,,,,,,,,,,115230.0,Dollar Tree,Milwaukie,OR,97222.0,45.442962,-122.62671999999999
129,,,W. Flagler St. & NW 97th Ave.,,,,,,,,,,,,,,,116700.0,Dollar Tree,Miami,FL,33174.0,25.769845,-80.351804
